0.000000,-30.105279,3.734027,-6.352642
0.006250,-30.898847,1.182832,-2.013039
0.012500,-30.856814,-1.399131,2.378928
0.018750,-29.980752,-3.942074,6.704549
0.025000,-28.294743,-6.377302,10.846970
0.031250,-25.844745,-8.639062,14.694346
0.037500,-22.697345,-10.666333,18.142873
0.043750,-18.937904,-12.404449,21.099561
0.050000,-14.668282,-13.806579,23.484750
0.056250,-10.004084,-14.835011,25.234283
0.062500,-5.071493,-15.462124,26.301174
0.068750,-0.003886,-15.671160,26.656915
0.075000,5.061777,-15.456655,26.292203
0.081250,9.988657,-14.824595,25.217218
0.087500,14.643721,-13.792226,23.461292
0.093750,18.901339,-12.387602,21.072141
0.100000,22.646688,-10.648831,18.114581
0.106250,25.778793,-8.623000,14.668708
0.112500,28.213319,-6.364948,10.827801
0.118750,29.884783,-3.935752,6.695749
0.125000,30.748341,-1.401086,2.384264
0.131250,30.780969,1.170558,-1.990147
0.137500,29.982098,3.709713,-6.309322
0.143750,28.373606,6.147819,-10.456638
0.150000,25.999225,8.419074,-14.320161
0.156250,22.923345,10.462205,-17.795665
0.162500,19.229245,12.222110,-20.789415
0.168750,15.016909,13.651372,-23.220754
0.175000,10.400234,14.711499,-25.024200
0.181250,5.504014,15.373990,-26.151268
0.187500,0.460537,15.621081,-26.571740
0.193750,-4.593974,15.446224,-26.274469
0.200000,-9.523052,14.854278,-25.267719
0.206250,-14.193642,13.861331,-23.578851
0.212500,-18.479730,12.494319,-21.253679
0.218750,-22.265707,10.790251,-18.355151
0.225000,-25.449495,8.795221,-14.961673
0.231250,-27.945293,6.563164,-11.164985
0.237500,-29.685918,4.154403,-7.067696
0.243750,-30.624565,1.634006,-2.780487
0.250000,-30.736077,-0.929960,1.580862
0.256250,-30.017652,-3.468271,5.898599
0.262500,-28.488871,-5.912412,10.056178
0.268750,-26.191181,-8.196428,13.941405
0.275000,-23.186770,-10.258698,17.449462
0.281250,-19.556887,-12.043603,20.485736
0.287500,-15.399637,-13.503019,22.968366
0.293750,-10.827335,-14.597615,24.830442
0.300000,-5.963473,-15.297912,26.021819
0.306250,-0.939392,-15.585082,26.510464
0.312500,4.109277,-15.451446,26.283312
0.318750,9.046260,-14.900677,25.346605
0.325000,13.738319,-13.947705,23.725737
0.331250,18.058860,-12.618324,21.464576
0.337500,21.891310,-10.948454,18.624222
0.343750,25.132303,-8.983219,15.281427
0.420520,5.034333,15.369163,-26.143073
0.497289,-29.499535,-4.384201,7.456629
0.574059,20.625095,-11.562504,19.668692
0.650828,11.585732,14.454879,-24.587646
0.727598,-30.764695,-1.004876,1.708295
0.804367,15.208406,-13.623808,23.174831
0.881137,17.609552,12.905206,-21.951428
0.957906,-30.682809,2.407241,-4.095774
1.034676,9.157659,-15.090599,25.669672
1.111445,22.862568,10.815453,-18.396549
1.188215,-29.326819,5.704933,-9.705163
1.264984,2.759336,-15.938315,27.111444
1.341754,27.190262,8.304573,-14.125359
1.418524,-26.843731,8.772679,-14.923375
1.495293,-3.728176,-16.187554,27.535194
1.572063,30.527313,5.496040,-9.347884
1.648832,-23.422717,11.532764,-19.618218
1.725602,-10.094771,-15.892219,27.032618
1.802371,32.884106,2.505428,-4.260724
1.879141,-19.269657,13.943409,-23.718635
1.955910,-16.183998,-15.127652,25.731879
2.032680,34.327836,-0.566309,0.964403
2.109449,-14.588077,15.992837,-27.204597
2.186219,-21.890292,-13.979611,23.778857
2.262988,34.962200,-3.636169,6.186309
2.339758,-9.564649,17.691625,-30.094105
2.416528,-27.152329,-12.534624,21.320740
2.493297,34.908252,-6.640441,11.296628
2.570067,-4.358904,19.065231,-32.430466
2.646836,-31.944949,-10.872589,18.493435
2.723606,34.289392,-9.534247,16.219024
2.800375,0.901639,20.147570,-34.271377
2.877145,-36.270555,-9.062508,15.414317
2.953914,33.221391,-12.289366,20.905496
3.030684,6.121145,20.976076,-35.680512
3.107453,-40.150761,-7.161016,12.179721
3.184223,31.807231,-14.891099,25.331046
3.260992,11.231795,21.588325,-36.721797
3.337762,-43.619048,-5.212827,8.865707
3.414532,30.134971,-17.334685,29.487575
3.491301,16.188310,22.019651,-37.455332
3.568071,-46.714517,-3.252186,5.530523
3.644840,28.277966,-19.622169,33.378567
3.721610,20.962755,22.302118,-37.935662
3.798379,-49.478259,-1.304703,2.217733
3.875149,26.296105,-21.759933,37.014879
3.951918,25.539850,22.463864,-38.210650
4.028688,-51.950080,0.610982,-1.040960
4.105457,24.237506,-23.756825,40.411562
4.182227,29.913308,22.529185,-38.321623
4.258996,-54.167499,2.481599,-4.222983
4.335766,22.140530,-25.622988,43.585872
4.412536,34.083099,22.518825,-38.303869
4.489305,-56.164855,4.298026,-7.312821
4.566075,20.035393,-27.369016,46.555831
4.642844,38.053456,22.450322,-38.187217
4.719614,-57.973045,6.054312,-10.300351
4.796383,17.945640,-29.005428,49.339329
4.873153,41.831419,22.338388,-37.996697
4.949922,-59.619634,7.746924,-13.179566
5.026692,15.889400,-30.542421,51.953716
5.103461,45.425816,22.195271,-37.753139
5.180231,-61.128917,9.374175,-15.947596
5.257000,13.880296,-31.989582,54.415300
5.333770,48.846516,22.031080,-37.473738
5.410539,-62.522080,10.935770,-18.603942
5.487309,11.928280,-33.355877,56.739330
5.564079,52.104004,21.854053,-37.172510
5.640848,-63.817554,12.432516,-21.149975
5.717618,10.040214,-34.649524,58.939787
5.794387,55.208949,21.670821,-36.860731
5.871157,-65.031179,13.866029,-23.588444
5.947926,8.220514,-35.878063,61.029497
6.024696,58.172009,21.486664,-36.547383
6.101465,-66.176544,15.238528,-25.923124
6.178235,6.471512,-37.048327,63.020082
6.255004,61.003533,21.305604,-36.239308
6.331774,-67.265012,16.552680,-28.158555
6.408543,4.793788,-38.166386,64.921866
6.485313,63.713437,21.130592,-35.941524
6.562083,-68.305916,17.811439,-30.299760
6.638852,3.186544,-39.237565,66.743910
6.715622,66.311011,20.963654,-35.657478
6.792391,-69.306716,19.017884,-32.351975
6.869161,1.647932,-40.266432,68.493983
